,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,82.3,77.6,91.43,101.14,60.34,47.66,42.83,37.96,27.39,9.49,12.41,11.56,12.54
Expenses,74.65,76.53,91.23,103.6,63.79,48.0,41.9,36.72,28.06,12.36,12.78,13.33,14.38
Operating Profit,7.65,1.07,0.2,-2.46,-3.45,-0.34,0.93,1.24,-0.67,-2.87,-0.37,-1.77,-1.84
OPM %,9.3,1.38,0.22,-2.43,-5.72,-0.71,2.17,3.27,-2.45,-30.24,-2.98,-15.31,-14.67
Other Income,0.83,0.58,0.43,1.92,2.64,0.36,0.56,0.33,0.92,3.71,0.25,0.32,0.31
Interest,0.9,1.02,2.18,2.01,1.94,1.88,1.82,1.44,1.55,1.44,1.27,1.11,1.03
Depreciation,0.49,0.94,1.69,1.87,1.91,0.7,0.73,0.72,0.94,0.81,0.69,0.68,0.64
Profit before tax,7.09,-0.31,-3.24,-4.42,-4.66,-2.56,-1.06,-0.59,-2.24,-1.41,-2.08,-3.24,-3.20
Tax %,38.36,9.68,16.36,33.03,24.46,31.64,38.68,-127.12,-20.98,-55.32,-12.5,-26.85,
Net Profit,4.38,-0.28,-2.7,-2.96,-3.52,-1.74,-0.64,-1.34,-2.71,-2.19,-2.34,-4.1,-3.88
EPS in Rs,9.12,-0.58,-5.62,-6.17,-7.33,-3.62,-1.33,-2.79,-5.64,-4.56,-4.87,-8.54,-8.09
