,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.60,4.94,0.11,0.08,1.05,3.93,6.46,9.31,10.17,1.72,4.61,11.3,10.42
Expenses,0.61,4.91,0.18,0.29,1.26,2.35,4.28,5.14,6.49,3.33,3.0,6.95,9.39
Operating Profit,-0.01,0.03,-0.07,-0.21,-0.21,1.58,2.18,4.17,3.68,-1.61,1.61,4.35,1.03
OPM %,-1.67,0.61,-63.64,-262.5,-20.0,40.2,33.75,44.79,36.18,-93.6,34.92,38.5,9.88
Other Income,0.07,0.07,0.13,0.32,0.39,-0.43,0.24,0.0,0.02,0.13,0.04,0.15,0.77
Interest,0.00,0.0,0.01,0.02,0.01,0.06,0.58,0.51,0.11,0.09,0.05,1.88,1.64
Depreciation,0.02,0.02,0.01,0.02,0.67,0.97,3.58,1.7,2.29,2.88,2.56,2.45,2.36
Profit before tax,0.04,0.08,0.04,0.07,-0.5,0.12,-1.74,1.96,1.3,-4.45,-0.96,0.17,-2.20
Tax %,25.00,37.5,25.0,42.86,-4.0,0.0,0.0,29.59,57.69,29.89,-44.79,-100.0,
Net Profit,0.03,0.06,0.03,0.05,-0.51,0.13,-1.74,1.38,0.55,-3.12,-1.4,0.33,-2.04
EPS in Rs,,0.13,0.05,0.08,-0.79,0.2,-2.68,2.13,0.85,-4.81,-2.16,0.51,-3.14
