,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.0,7.0,4.0,7.0,9.0,8.0,82.0,95.0,211.0,30.0,194.0,216.0,228
Expenses,21.0,10.0,9.0,12.0,15.0,14.0,20.0,20.0,20.0,20.0,20.0,23.0,21
Operating Profit,-14.0,-3.0,-5.0,-5.0,-6.0,-6.0,61.0,75.0,191.0,11.0,174.0,194.0,207
OPM %,-209.0,-50.0,-115.0,-72.0,-72.0,-69.0,75.0,79.0,90.0,35.0,90.0,90.0,91
Other Income,8.0,53.0,53.0,63.0,108.0,21.0,1.0,1.0,3.0,0.0,0.0,1.0,1
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2
Profit before tax,-6.0,49.0,48.0,55.0,101.0,14.0,61.0,74.0,192.0,9.0,172.0,193.0,206
Tax %,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,6.0,3.0,17.0,-1.0,
Net Profit,-6.0,49.0,48.0,55.0,101.0,13.0,61.0,73.0,180.0,9.0,143.0,195.0,202
EPS in Rs,-5.68,42.73,41.65,47.91,88.37,11.44,53.16,63.7,157.45,7.71,124.87,170.88,176.78
