,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,554.0,617.0,532.0,399.0,389.0,382.0,375.0,607.0,448.0,580.0,878.0,875.0,751
Expenses,494.0,570.0,531.0,400.0,364.0,361.0,356.0,566.0,425.0,517.0,767.0,803.0,716
Operating Profit,60.0,48.0,1.0,-1.0,25.0,21.0,19.0,40.0,24.0,63.0,112.0,72.0,36
OPM %,11.0,8.0,0.0,-0.0,6.0,6.0,5.0,7.0,5.0,11.0,13.0,8.0,5
Other Income,2.0,3.0,9.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,1
Interest,8.0,11.0,10.0,10.0,11.0,9.0,8.0,8.0,3.0,2.0,11.0,9.0,10
Depreciation,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,11.0,10.0,10
Profit before tax,50.0,35.0,-3.0,-14.0,12.0,13.0,8.0,31.0,22.0,57.0,94.0,55.0,17
Tax %,33.0,27.0,35.0,28.0,32.0,32.0,34.0,36.0,19.0,26.0,25.0,25.0,
Net Profit,34.0,26.0,-2.0,-10.0,8.0,8.0,5.0,19.0,18.0,42.0,70.0,41.0,13
EPS in Rs,18.99,14.49,-1.19,-5.52,4.56,4.8,3.05,10.96,9.99,23.8,39.59,23.13,7.17
