,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1188.0,1365.0,1463.0,1485.0,1429.0,1464.0,1544.0,1472.0,1488.0,1505.0,1557.0,1529.0,1540.0
Expenses,1000.0,1155.0,1229.0,1246.0,1190.0,1226.0,1299.0,1291.0,1296.0,1295.0,1313.0,1289.0,1311.0
Operating Profit,188.0,210.0,234.0,238.0,239.0,238.0,245.0,181.0,192.0,210.0,244.0,240.0,229.0
OPM %,16.0,15.0,16.0,16.0,17.0,16.0,16.0,12.0,13.0,14.0,16.0,16.0,15.0
Other Income,2.0,1.0,-112.0,-0.0,1.0,0.0,-0.0,6.0,49.0,62.0,13.0,2.0,17.0
Interest,12.0,13.0,14.0,15.0,16.0,15.0,19.0,19.0,20.0,20.0,21.0,25.0,26.0
Depreciation,52.0,51.0,53.0,58.0,60.0,62.0,70.0,64.0,66.0,69.0,64.0,61.0,65.0
Profit before tax,125.0,148.0,55.0,165.0,164.0,161.0,156.0,105.0,155.0,184.0,172.0,155.0,154.0
Tax %,16.0,18.0,16.0,19.0,18.0,16.0,15.0,19.0,16.0,14.0,18.0,19.0,18.0
Net Profit,105.0,121.0,47.0,134.0,135.0,135.0,132.0,85.0,129.0,158.0,141.0,126.0,127.0
EPS in Rs,1.52,1.74,0.67,1.93,1.94,1.94,1.9,1.22,1.85,2.26,2.02,1.79,1.8
