,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,187.0,189.0,231.0,218.0,242.0,244.0,240.0,266.0,302.0,324.0,505.0,548.0,522
Expenses,190.0,186.0,208.0,202.0,213.0,224.0,220.0,236.0,267.0,276.0,423.0,448.0,436
Operating Profit,-2.0,2.0,23.0,16.0,28.0,19.0,19.0,30.0,35.0,48.0,82.0,100.0,86
OPM %,-1.0,1.0,10.0,7.0,12.0,8.0,8.0,11.0,12.0,15.0,16.0,18.0,16
Other Income,-29.0,-4.0,-5.0,-1.0,1.0,23.0,11.0,2.0,4.0,2.0,7.0,6.0,11
Interest,24.0,15.0,15.0,14.0,14.0,8.0,8.0,7.0,9.0,6.0,8.0,15.0,10
Depreciation,11.0,5.0,5.0,5.0,14.0,7.0,7.0,5.0,8.0,9.0,10.0,14.0,17
Profit before tax,-66.0,-21.0,-1.0,-4.0,2.0,27.0,16.0,19.0,22.0,35.0,71.0,77.0,70
Tax %,-5.0,-2.0,-11.0,0.0,0.0,-39.0,-8.0,15.0,14.0,29.0,28.0,25.0,
Net Profit,-69.0,-22.0,-2.0,-4.0,2.0,38.0,17.0,16.0,19.0,25.0,51.0,57.0,53
EPS in Rs,-56.25,-17.65,-1.26,-3.53,1.26,16.25,6.92,6.7,7.92,10.28,21.0,23.62,21.75
