,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,80.0,96.0,87.0,102.0,110.0,127.0,141.0,182.0,196.0,219.0,368.0,517.0,524
Expenses,73.0,86.0,77.0,85.0,82.0,98.0,111.0,148.0,162.0,178.0,297.0,404.0,393
Operating Profit,7.0,10.0,9.0,16.0,28.0,29.0,30.0,34.0,35.0,41.0,71.0,113.0,131
OPM %,9.0,11.0,11.0,16.0,26.0,23.0,21.0,19.0,18.0,19.0,19.0,22.0,25
Other Income,2.0,2.0,3.0,5.0,2.0,10.0,5.0,1.0,-11.0,17.0,6.0,7.0,11
Interest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5
Profit before tax,9.0,11.0,11.0,20.0,29.0,38.0,34.0,34.0,22.0,56.0,73.0,115.0,136
Tax %,28.0,27.0,30.0,28.0,31.0,24.0,29.0,28.0,35.0,20.0,22.0,22.0,
Net Profit,6.0,8.0,8.0,15.0,20.0,29.0,24.0,24.0,14.0,45.0,57.0,90.0,106
EPS in Rs,0.53,0.63,0.58,1.15,1.56,2.32,2.04,2.02,1.18,3.85,4.98,7.97,9.48
