,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3488.0,3243.0,3203.0,3469.0,3698.0,3662.0,3712.0,3776.0,4459.0,4280.0,4108.0,4087.0,4524.0
Expenses,2909.0,2784.0,2740.0,2972.0,3268.0,3285.0,3313.0,3654.0,4056.0,3756.0,3431.0,3748.0,3737.0
Operating Profit,580.0,459.0,464.0,497.0,430.0,376.0,399.0,121.0,403.0,524.0,678.0,339.0,787.0
OPM %,17.0,14.0,14.0,14.0,12.0,10.0,11.0,3.0,9.0,12.0,16.0,8.0,17.0
Other Income,80.0,90.0,67.0,85.0,137.0,59.0,85.0,150.0,118.0,483.0,-1546.0,97.0,66.0
Interest,45.0,44.0,30.0,57.0,65.0,66.0,63.0,89.0,112.0,110.0,113.0,127.0,155.0
Depreciation,52.0,52.0,57.0,52.0,54.0,54.0,54.0,55.0,55.0,61.0,69.0,74.0,75.0
Profit before tax,563.0,453.0,444.0,472.0,448.0,316.0,367.0,128.0,353.0,836.0,-1051.0,235.0,624.0
Tax %,49.0,35.0,48.0,41.0,32.0,43.0,63.0,100.0,49.0,26.0,-28.0,71.0,34.0
Net Profit,288.0,293.0,233.0,280.0,304.0,179.0,134.0,0.0,181.0,618.0,-1348.0,68.0,412.0
EPS in Rs,6.41,10.06,8.12,12.88,16.64,-0.32,-7.43,-23.62,-8.63,22.6,-232.65,-22.38,17.49
