,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,29.63,33.6,48.73,24.40,45.05,58.7,3.67,1.97,0.03,0.01,0.03,0.01,0.0
Expenses,29.88,34.04,49.55,25.60,46.75,60.4,5.12,3.73,1.5,1.26,1.63,1.51,1.53
Operating Profit,-0.25,-0.44,-0.82,-1.20,-1.7,-1.7,-1.45,-1.76,-1.47,-1.25,-1.6,-1.5,-1.53
OPM %,-0.84,-1.31,-1.68,-4.92,-3.77,-2.9,-39.51,-89.34,-4900.0,-12500.0,-5333.33,-15000.0,
Other Income,-0.97,0.93,1.11,1.56,1.68,1.89,1.58,1.87,1.54,1.3,1.64,1.53,1.56
Interest,0.0,0.0,0.00,0.00,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
Depreciation,0.55,0.46,0.29,0.36,0.06,0.11,0.1,0.09,0.06,0.04,0.03,0.02,0.02
Profit before tax,-1.77,0.03,0.00,0.00,-0.08,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Tax %,19.77,-233.33,,,12.5,-14.29,50.0,-100.0,0.0,0.0,0.0,0.0,
Net Profit,-1.41,0.1,0.04,0.00,-0.07,0.07,0.01,0.02,0.01,0.0,0.01,0.01,0.01
EPS in Rs,-0.47,0.03,0.01,0.00,-0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0
