,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,140.0,209.0,286.0,186.0,153.0,114.0,143.0,142.0,131.0,46.0,83.0,10.0,0.0
Expenses,131.0,198.0,264.0,176.0,150.0,107.0,130.0,138.0,131.0,55.0,84.0,11.0,0.0
Operating Profit,9.0,12.0,22.0,10.0,3.0,7.0,13.0,4.0,0.0,-9.0,-1.0,-1.0,0.0
OPM %,6.0,6.0,8.0,5.0,2.0,6.0,9.0,3.0,0.0,-19.0,-1.0,-9.0,
Other Income,0.0,0.0,1.0,1.0,0.0,-1.0,-2.0,0.0,0.0,-3.0,-1.0,-17.0,-21.0
Interest,10.0,11.0,13.0,11.0,9.0,10.0,11.0,9.0,9.0,9.0,11.0,2.0,0.0
Depreciation,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0
Profit before tax,-6.0,-5.0,4.0,-4.0,-10.0,-9.0,-3.0,-8.0,-12.0,-24.0,-15.0,-21.0,-21.0
Tax %,32.0,29.0,50.0,32.0,26.0,26.0,18.0,13.0,25.0,-52.0,8.0,16.0,
Net Profit,-4.0,-4.0,2.0,-3.0,-7.0,-6.0,-2.0,-7.0,-9.0,-36.0,-14.0,-18.0,-17.0
EPS in Rs,-3.81,-3.06,1.68,-2.63,-6.31,-5.41,-1.87,-6.3,-7.5,-30.94,-12.07,-15.43,-14.63
