,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.38,5.25,4.44,3.68,3.26,2.34,1.44,2.41,2.53,3.52,0.93,2.59,1.18
Expenses,0.45,0.94,1.04,1.28,1.51,2.61,2.03,2.09,2.31,1.96,2.04,1.71,1.70
Operating Profit,9.93,4.31,3.4,2.4,1.75,-0.27,-0.59,0.32,0.22,1.56,-1.11,0.88,-0.52
OPM %,95.66,82.1,76.58,65.22,53.68,-11.54,-40.97,13.28,8.7,44.32,-119.35,33.98,-44.07
Other Income,0.36,0.42,0.83,1.35,1.28,1.06,0.76,0.0,0.0,0.0,-0.01,0.0,1.01
Interest,1.62,1.66,2.61,2.58,2.09,0.66,0.03,0.02,0.3,0.96,0.38,0.4,0.49
Depreciation,8.11,2.48,0.44,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.05
Profit before tax,0.56,0.59,1.18,1.16,0.92,0.11,0.12,0.28,-0.1,0.59,-1.51,0.45,-0.05
Tax %,30.36,22.03,33.9,34.48,29.35,45.45,33.33,32.14,-30.0,15.25,-123.84,11.11,
Net Profit,0.39,0.46,0.78,0.76,0.66,0.07,0.08,0.2,-0.13,0.5,-3.38,0.39,-0.10
EPS in Rs,0.42,0.5,0.84,0.82,0.71,0.08,0.09,0.22,-0.14,0.54,-3.65,0.42,-0.10
