,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,149.0,164.0,218.0,221.0,199.0,227.0,239.0,248.0,218.0,184.0,347.0,240.0,205
Expenses,157.0,148.0,204.0,205.0,185.0,214.0,220.0,233.0,211.0,160.0,297.0,236.0,217
Operating Profit,-7.0,16.0,14.0,17.0,15.0,13.0,20.0,15.0,8.0,24.0,50.0,4.0,-12
OPM %,-5.0,9.0,7.0,8.0,7.0,6.0,8.0,6.0,3.0,13.0,14.0,2.0,-6
Other Income,9.0,9.0,11.0,3.0,4.0,8.0,2.0,4.0,12.0,1.0,2.0,6.0,9
Interest,14.0,14.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,8.0,8
Depreciation,7.0,5.0,5.0,7.0,7.0,7.0,9.0,11.0,8.0,6.0,7.0,8.0,12
Profit before tax,-19.0,5.0,10.0,3.0,1.0,4.0,3.0,-4.0,0.0,6.0,33.0,-7.0,-23
Tax %,31.0,-121.0,5.0,-52.0,28.0,76.0,48.0,-91.0,453.0,43.0,27.0,26.0,
Net Profit,-13.0,11.0,9.0,4.0,1.0,1.0,1.0,-8.0,-2.0,4.0,24.0,-5.0,-17
EPS in Rs,-189.48,158.86,135.14,61.67,15.09,15.38,20.41,-114.0,-21.85,52.76,345.89,-72.02,-242.52
