,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,169.0,277.0,366.0,470.0,529.0,659.0,794.0,522.0,429.0,425.0,481.0,610.0,605
Expenses,143.0,222.0,288.0,368.0,404.0,496.0,602.0,554.0,452.0,371.0,419.0,513.0,527
Operating Profit,26.0,55.0,79.0,102.0,125.0,164.0,192.0,-32.0,-22.0,54.0,62.0,97.0,78
OPM %,15.0,20.0,21.0,22.0,24.0,25.0,24.0,-6.0,-5.0,13.0,13.0,16.0,13
Other Income,1.0,4.0,1.0,2.0,3.0,3.0,12.0,-12.0,-1.0,20.0,12.0,48.0,23
Interest,6.0,8.0,9.0,28.0,30.0,35.0,24.0,27.0,35.0,32.0,27.0,21.0,18
Depreciation,4.0,8.0,12.0,23.0,26.0,26.0,19.0,24.0,41.0,42.0,42.0,46.0,47
Profit before tax,17.0,44.0,59.0,54.0,73.0,105.0,161.0,-95.0,-99.0,-0.0,5.0,78.0,34
Tax %,16.0,27.0,27.0,36.0,32.0,41.0,33.0,30.0,-13.0,-32350.0,-76.0,26.0,
Net Profit,15.0,32.0,43.0,33.0,47.0,61.0,107.0,-67.0,-111.0,-6.0,8.0,58.0,30
EPS in Rs,146900.0,1986.49,2455.92,1557.42,2308.87,20.53,30.62,-19.13,-31.87,-1.86,3.19,18.78,11.14
