,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,932.0,976.0,982.0,881.0,843.0,884.0,1408.0,1758.0,1526.0,1719.0,2683.0,3055.0,3135
Expenses,894.0,935.0,928.0,833.0,792.0,830.0,1322.0,1665.0,1453.0,1640.0,2566.0,2927.0,3000
Operating Profit,38.0,40.0,54.0,47.0,52.0,54.0,85.0,93.0,73.0,79.0,117.0,128.0,135
OPM %,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4
Other Income,1.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,7.0,0.0,0
Interest,6.0,5.0,24.0,14.0,11.0,9.0,15.0,17.0,19.0,15.0,25.0,33.0,36
Depreciation,13.0,13.0,12.0,20.0,16.0,14.0,14.0,13.0,16.0,16.0,15.0,14.0,15
Profit before tax,20.0,24.0,23.0,17.0,27.0,33.0,58.0,65.0,42.0,52.0,84.0,81.0,84
Tax %,28.0,33.0,37.0,40.0,36.0,32.0,38.0,35.0,24.0,24.0,25.0,27.0,
Net Profit,14.0,16.0,14.0,10.0,17.0,23.0,36.0,42.0,32.0,39.0,63.0,59.0,61
EPS in Rs,0.82,0.92,0.83,0.58,0.98,1.3,2.07,2.41,1.83,2.27,3.63,3.33,3.44
