,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,206.0,334.0,424.0,478.0,570.0,599.0,594.0,612.0,502.0,88.0,160.0,396.0,370
Expenses,155.0,228.0,290.0,318.0,387.0,414.0,424.0,449.0,384.0,177.0,211.0,364.0,316
Operating Profit,52.0,106.0,134.0,160.0,183.0,185.0,170.0,163.0,118.0,-88.0,-51.0,32.0,54
OPM %,25.0,32.0,32.0,33.0,32.0,31.0,29.0,27.0,23.0,-100.0,-32.0,8.0,14
Other Income,7.0,4.0,3.0,6.0,7.0,16.0,17.0,21.0,16.0,14.0,12.0,14.0,12
Interest,11.0,15.0,20.0,20.0,14.0,14.0,9.0,11.0,10.0,13.0,12.0,11.0,13
Depreciation,39.0,54.0,66.0,77.0,77.0,92.0,80.0,74.0,71.0,63.0,56.0,50.0,46
Profit before tax,9.0,41.0,51.0,69.0,98.0,96.0,98.0,99.0,52.0,-151.0,-107.0,-14.0,7
Tax %,28.0,6.0,-2.0,26.0,35.0,38.0,38.0,35.0,26.0,22.0,19.0,9.0,
Net Profit,6.0,39.0,52.0,53.0,67.0,60.0,61.0,65.0,39.0,-118.0,-87.0,-13.0,4
EPS in Rs,2.37,15.09,18.4,18.85,23.08,21.92,22.17,23.47,13.68,-41.48,-22.83,-3.46,1.12
