,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,71.0,91.0,71.0,113.0,127.0,136.0,158.0,151.0,237.0,255.0,303.0,281.0,333
Expenses,59.0,79.0,61.0,98.0,112.0,119.0,138.0,134.0,214.0,229.0,275.0,251.0,301
Operating Profit,12.0,11.0,10.0,14.0,15.0,17.0,20.0,17.0,23.0,26.0,28.0,30.0,33
OPM %,17.0,13.0,14.0,13.0,12.0,13.0,12.0,12.0,10.0,10.0,9.0,11.0,10
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1
Interest,3.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,7.0,8.0,9.0,12.0,12
Depreciation,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4
Profit before tax,8.0,7.0,7.0,10.0,11.0,12.0,13.0,11.0,15.0,15.0,17.0,15.0,18
Tax %,32.0,33.0,35.0,36.0,36.0,35.0,32.0,30.0,24.0,26.0,26.0,27.0,
Net Profit,5.0,5.0,5.0,6.0,7.0,8.0,9.0,7.0,11.0,11.0,12.0,11.0,13
EPS in Rs,10.57,9.76,9.19,12.23,14.1,15.6,16.98,14.44,22.31,22.43,24.46,20.46,23.22
