,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14.63,21.02,49.28,17.1,12.98,16.96,20.01,21.47,21.69,21.37,32.03,62.12,75.16
Expenses,22.75,23.42,51.1,20.48,14.86,16.31,20.21,22.01,22.51,20.57,30.75,57.45,69.08
Operating Profit,-8.12,-2.4,-1.82,-3.38,-1.88,0.65,-0.2,-0.54,-0.82,0.8,1.28,4.67,6.08
OPM %,-55.5,-11.42,-3.69,-19.77,-14.48,3.83,-1.0,-2.52,-3.78,3.74,4.0,7.52,8.09
Other Income,-0.76,0.32,0.01,0.1,0.15,0.04,0.02,0.0,0.0,0.09,0.14,0.01,1.74
Interest,0.19,0.02,0.03,0.01,0.0,0.12,0.4,0.57,0.79,0.69,0.43,1.03,1.99
Depreciation,0.48,0.11,0.08,0.09,0.04,0.02,0.02,0.05,0.28,0.28,0.29,0.67,0.85
Profit before tax,-9.55,-2.21,-1.92,-3.38,-1.77,0.55,-0.6,-1.16,-1.89,-0.08,0.7,2.98,4.98
Tax %,0.0,0.0,0.0,0.0,0.0,12.73,-25.0,-5.17,-2.65,-37.5,10.0,3.36,
Net Profit,-9.54,-2.2,-1.92,-3.39,-1.77,0.48,-0.74,-1.22,-1.93,-0.11,0.63,2.88,5.01
EPS in Rs,-28.14,-6.49,-5.66,-10.0,-5.22,1.42,-2.18,-3.6,-5.69,-0.32,1.14,4.53,6.48
