,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,291,371.0,541.0,531.0,565.0,702.0,837.0,1072.0,1005.0,1095.0,1369.0,1578.0,1603
Expenses,270,356.0,500.0,506.0,533.0,675.0,802.0,1008.0,977.0,1001.0,1301.0,1506.0,1547
Operating Profit,21,16.0,41.0,25.0,32.0,27.0,35.0,64.0,28.0,94.0,68.0,72.0,56
OPM %,7,4.0,8.0,5.0,6.0,4.0,4.0,6.0,3.0,9.0,5.0,5.0,4
Other Income,379,23.0,43.0,27.0,15.0,7.0,45.0,7.0,22.0,8.0,29.0,10.0,15
Interest,14,8.0,17.0,9.0,14.0,20.0,24.0,36.0,37.0,32.0,27.0,36.0,43
Depreciation,16,19.0,24.0,30.0,34.0,45.0,47.0,49.0,56.0,58.0,57.0,59.0,61
Profit before tax,371,12.0,43.0,13.0,-1.0,-32.0,10.0,-15.0,-43.0,11.0,13.0,-12.0,-32
Tax %,18,29.0,20.0,7.0,-414.0,25.0,-20.0,-30.0,26.0,-40.0,83.0,-5.0,
Net Profit,306,8.0,34.0,12.0,-7.0,-24.0,12.0,-20.0,-32.0,16.0,2.0,-13.0,-29
EPS in Rs,,1.81,7.72,2.82,-1.65,-3.38,3.22,-3.42,-5.9,3.32,1.56,-2.01,-5.44
