,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,710.0,608.0,510.0,687.0,653.0,544.0,593.0,457.0,544.0,625.0,661.0,460.0,516
Expenses,773.0,665.0,582.0,643.0,541.0,505.0,509.0,591.0,490.0,548.0,674.0,558.0,545
Operating Profit,-63.0,-56.0,-72.0,44.0,112.0,39.0,84.0,-134.0,54.0,77.0,-13.0,-98.0,-28
OPM %,-9.0,-9.0,-14.0,6.0,17.0,7.0,14.0,-29.0,10.0,12.0,-2.0,-21.0,-5
Other Income,-15.0,-7.0,183.0,28.0,70.0,62.0,8.0,338.0,-14.0,9.0,1687.0,154.0,116
Interest,101.0,104.0,150.0,105.0,127.0,101.0,101.0,105.0,174.0,185.0,181.0,4.0,30
Depreciation,77.0,86.0,71.0,67.0,73.0,68.0,57.0,54.0,43.0,46.0,44.0,39.0,12
Profit before tax,-255.0,-253.0,-111.0,-99.0,-19.0,-67.0,-66.0,45.0,-178.0,-146.0,1449.0,13.0,46
Tax %,21.0,7.0,-2.0,-3.0,-10.0,16.0,-15.0,17.0,-9.0,-1.0,26.0,363.0,
Net Profit,-206.0,-234.0,-113.0,-108.0,-21.0,-56.0,-76.0,38.0,-194.0,-148.0,1078.0,-34.0,9
EPS in Rs,-33.55,-38.22,-18.29,-17.38,-2.98,-8.89,-12.07,6.15,-31.69,-24.09,175.91,-5.42,1.53
