,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6408.0,7724.0,8807.0,9696.0,8004.0,2688.0,8909.0,10926.0,13135.0,13900.0,14644.0,18154.0,21836
Expenses,4774.0,5422.0,5991.0,6542.0,7029.0,2377.0,4490.0,5147.0,6588.0,6807.0,7210.0,8597.0,9942
Operating Profit,1635.0,2302.0,2815.0,3154.0,975.0,311.0,4419.0,5778.0,6547.0,7093.0,7434.0,9558.0,11894
OPM %,26.0,30.0,32.0,33.0,12.0,12.0,50.0,53.0,50.0,51.0,51.0,53.0,54
Other Income,75.0,25.0,29.0,123.0,1538.0,1.0,0.0,21.0,1.0,60.0,92.0,221.0,310
Interest,1072.0,1520.0,1896.0,2103.0,976.0,0.0,2655.0,3587.0,4592.0,4608.0,4328.0,5778.0,7516
Depreciation,101.0,133.0,159.0,171.0,163.0,17.0,70.0,78.0,150.0,145.0,154.0,176.0,198
Profit before tax,536.0,674.0,789.0,1003.0,1374.0,295.0,1695.0,2135.0,1806.0,2400.0,3044.0,3824.0,4491
Tax %,34.0,32.0,34.0,32.0,27.0,30.0,34.0,34.0,36.0,27.0,26.0,26.0,
Net Profit,352.0,458.0,518.0,684.0,1181.0,538.0,1127.0,1415.0,1165.0,1764.0,2239.0,2810.0,3301
EPS in Rs,14.43,15.45,16.66,22.68,55.47,24.26,29.32,37.12,29.34,43.93,54.49,68.71,81.60
