,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,343.0,481.0,474.0,426.0,312.0,289.0,566.0,849.0,496.0,551.0,514.0,749.0,849
Expenses,336.0,467.0,469.0,423.0,299.0,274.0,534.0,792.0,469.0,523.0,450.0,706.0,817
Operating Profit,7.0,14.0,6.0,3.0,14.0,14.0,31.0,57.0,27.0,27.0,64.0,44.0,32
OPM %,2.0,3.0,1.0,1.0,4.0,5.0,6.0,7.0,5.0,5.0,12.0,6.0,4
Other Income,6.0,17.0,12.0,17.0,3.0,6.0,3.0,5.0,5.0,7.0,24.0,12.0,11
Interest,4.0,17.0,13.0,11.0,8.0,8.0,6.0,7.0,9.0,10.0,19.0,11.0,11
Depreciation,4.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,12.0,14.0,15
Profit before tax,5.0,4.0,-4.0,0.0,1.0,3.0,20.0,47.0,16.0,15.0,58.0,30.0,17
Tax %,34.0,47.0,-0.0,-674.0,-6.0,23.0,45.0,32.0,47.0,29.0,33.0,39.0,
Net Profit,3.0,2.0,-4.0,2.0,1.0,3.0,11.0,32.0,8.0,10.0,39.0,19.0,12
EPS in Rs,0.92,0.62,-1.23,0.5,0.21,0.73,3.11,8.94,2.32,2.95,10.89,5.23,3.39
