,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,22.41,20.43,29.68,30.48,23.95,27.02,29.23,31.49,23.38,25.69,34.01,28.93,28.61
Expenses,19.48,18.63,27.63,26.97,20.37,24.34,26.02,28.83,21.06,24.32,32.39,29.06,27.34
Operating Profit,2.93,1.8,2.05,3.51,3.58,2.68,3.21,2.66,2.32,1.37,1.62,-0.13,1.27
OPM %,13.07,8.81,6.91,11.52,14.95,9.92,10.98,8.45,9.92,5.33,4.76,-0.45,4.44
Other Income,0.27,-1.28,-0.03,-0.12,0.14,0.88,0.11,0.14,0.19,0.05,8.97,0.01,0.00
Interest,2.3,2.3,2.34,2.34,2.73,2.54,2.17,1.92,1.88,1.96,1.95,1.12,1.05
Depreciation,0.94,0.8,0.71,1.11,0.61,0.71,0.68,0.62,0.58,0.57,0.39,0.35,0.36
Profit before tax,-0.04,-2.58,-1.03,-0.06,0.38,0.31,0.47,0.26,0.05,-1.11,8.25,-1.59,-0.14
Tax %,0.0,0.0,0.0,0.0,0.0,41.94,10.64,46.15,-40.0,-21.62,18.91,-4.4,
Net Profit,-0.04,-2.58,-1.03,-0.06,0.38,0.18,0.42,0.14,0.07,-1.35,6.7,-1.66,-0.19
EPS in Rs,-0.07,-4.23,-1.69,-0.1,0.62,0.3,0.69,0.23,0.11,-2.21,10.99,-2.72,-0.31
