,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,120.05,59.74,38.03,51.63,14.69,0.00,0.00,0.00,0.00,0.00,0.55,1.68,1.70
Expenses,117.56,59.04,38.67,53.07,18.0,0.32,0.31,0.30,0.22,0.25,0.82,1.95,1.97
Operating Profit,2.49,0.7,-0.64,-1.44,-3.31,-0.32,-0.31,-0.30,-0.22,-0.25,-0.27,-0.27,-0.27
OPM %,2.07,1.17,-1.68,-2.79,-22.53,,,,,,-49.09,-16.07,-15.88
Other Income,0.82,0.34,0.3,0.32,3.19,0.72,1.46,0.61,0.68,0.69,0.31,0.37,0.40
Interest,1.81,1.3,0.67,0.85,0.18,0.00,0.01,0.00,0.00,0.00,0.00,0.0,0.00
Depreciation,0.67,0.89,0.76,0.67,0.29,0.01,0.18,0.12,0.08,0.06,0.04,0.03,0.02
Profit before tax,0.83,-1.15,-1.77,-2.64,-0.59,0.39,0.96,0.19,0.38,0.38,0.00,0.07,0.11
Tax %,18.07,8.7,3.95,2.65,15.25,0.00,-3.12,26.32,13.16,0.00,,0.0,
Net Profit,0.68,-1.04,-1.69,-2.57,-0.5,0.39,0.99,0.14,0.32,0.38,0.00,0.07,0.10
EPS in Rs,1.57,-2.4,-3.9,-5.93,-1.15,0.90,2.29,0.32,0.74,0.88,0.00,0.16,0.23
