,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,531.0,482.0,624.0,552.0,647.0,675.0,763.0,615.0,544.0,764.0,854.0,1006.0,1061
Expenses,458.0,409.0,505.0,451.0,534.0,574.0,644.0,560.0,514.0,670.0,729.0,879.0,908
Operating Profit,73.0,72.0,119.0,100.0,113.0,101.0,120.0,55.0,30.0,95.0,125.0,127.0,153
OPM %,14.0,15.0,19.0,18.0,17.0,15.0,16.0,9.0,6.0,12.0,15.0,13.0,14
Other Income,5.0,2.0,9.0,12.0,12.0,29.0,45.0,35.0,11.0,46.0,34.0,25.0,46
Interest,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2
Depreciation,3.0,3.0,4.0,9.0,13.0,12.0,11.0,16.0,16.0,17.0,25.0,27.0,28
Profit before tax,73.0,70.0,122.0,101.0,110.0,116.0,152.0,72.0,23.0,119.0,132.0,124.0,170
Tax %,32.0,30.0,32.0,31.0,33.0,29.0,26.0,36.0,22.0,24.0,25.0,25.0,
Net Profit,50.0,49.0,83.0,70.0,74.0,83.0,112.0,46.0,18.0,91.0,99.0,92.0,129
EPS in Rs,57.79,56.22,96.0,80.47,85.8,95.73,129.61,53.31,20.85,105.08,114.95,106.92,149.34
