,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,37.0,29.0,19.0,17.0,18.0,2.0,2.0,11.0,2.0,61.0,33.0,3.0,37
Expenses,35.0,33.0,24.0,24.0,24.0,7.0,13.0,4.0,25.0,2.0,2.0,2.0,2
Operating Profit,1.0,-5.0,-5.0,-6.0,-7.0,-6.0,-11.0,8.0,-22.0,59.0,31.0,1.0,35
OPM %,3.0,-16.0,-25.0,-37.0,-39.0,-383.0,-703.0,68.0,-900.0,97.0,94.0,36.0,95
Other Income,3.0,-1.0,5.0,20.0,9.0,14.0,13.0,-1.0,2.0,7.0,0.0,4.0,4
Interest,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,1.0,-9.0,-3.0,11.0,-0.0,8.0,2.0,6.0,-20.0,65.0,32.0,5.0,39
Tax %,-52.0,24.0,2.0,33.0,179.0,24.0,25.0,-12.0,2.0,11.0,11.0,2.0,
Net Profit,1.0,-7.0,-3.0,8.0,0.0,6.0,1.0,7.0,-20.0,58.0,28.0,5.0,35
EPS in Rs,74.0,-446.0,-178.67,513.33,25.33,415.33,92.0,454.0,-1314.67,3886.0,1871.33,328.0,2352.67
