,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,0,2.0,6.0,12.0,8.0,13.0,21.0,14.0,52.0,61.0,31.0,36
Expenses,0,1,6.0,10.0,16.0,13.0,17.0,23.0,22.0,48.0,59.0,38.0,46
Operating Profit,-0,-1,-3.0,-4.0,-4.0,-5.0,-4.0,-2.0,-8.0,4.0,1.0,-7.0,-10
OPM %,,,-142.0,-67.0,-34.0,-59.0,-31.0,-10.0,-57.0,7.0,2.0,-23.0,-28
Other Income,0,-0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,-1.0,-1
Interest,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2
Depreciation,0,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3
Profit before tax,-0,-2,-4.0,-7.0,-6.0,-6.0,-4.0,-3.0,-6.0,3.0,-0.0,-11.0,-15
Tax %,0,0,-5.0,11.0,0.0,-2.0,-1.0,7.0,3.0,7.0,-24.0,-2.0,
Net Profit,-0,-2,-4.0,-6.0,-6.0,-6.0,-5.0,-3.0,-6.0,3.0,-1.0,-12.0,-15
EPS in Rs,-0.24,-1.64,-4.21,-5.99,-5.39,-5.7,-4.44,-3.19,-5.68,2.87,-0.43,-8.15,-7.61
