,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,184.0,121.0,124.0,142.0,173.0,200.0,207.0,242.0,252.0,141.0,264.0,383.0,401
Expenses,175.0,160.0,153.0,150.0,176.0,199.0,197.0,230.0,248.0,144.0,256.0,345.0,374
Operating Profit,9.0,-39.0,-29.0,-8.0,-3.0,2.0,11.0,11.0,4.0,-4.0,8.0,38.0,27
OPM %,5.0,-32.0,-24.0,-6.0,-2.0,1.0,5.0,5.0,1.0,-3.0,3.0,10.0,7
Other Income,0.0,0.0,0.0,2.0,-0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
Interest,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,5
Depreciation,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4
Profit before tax,6.0,-42.0,-33.0,-11.0,-9.0,-3.0,8.0,8.0,-2.0,-8.0,3.0,30.0,19
Tax %,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,-57.0,
Net Profit,5.0,-42.0,-33.0,-11.0,-9.0,-3.0,8.0,7.0,-2.0,-8.0,3.0,47.0,31
EPS in Rs,0.45,-4.16,-3.27,-1.09,-0.92,-0.32,0.74,0.74,-0.18,-0.79,0.32,4.61,3.07
