,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,145.0,102.0,100.0,129.0,151.0,157.0,196.0,289.0,338.0,252.0,383.0,552.0,582
Expenses,161.0,128.0,103.0,115.0,135.0,139.0,176.0,259.0,253.0,192.0,273.0,388.0,421
Operating Profit,-16.0,-25.0,-3.0,14.0,16.0,18.0,20.0,30.0,85.0,59.0,110.0,164.0,161
OPM %,-11.0,-25.0,-3.0,11.0,11.0,12.0,10.0,10.0,25.0,24.0,29.0,30.0,28
Other Income,2.0,-1.0,0.0,-0.0,0.0,0.0,3.0,4.0,4.0,17.0,15.0,4.0,4
Interest,9.0,6.0,5.0,5.0,5.0,6.0,7.0,9.0,21.0,25.0,23.0,26.0,29
Depreciation,3.0,2.0,2.0,6.0,6.0,8.0,9.0,9.0,44.0,39.0,43.0,52.0,55
Profit before tax,-26.0,-33.0,-9.0,3.0,5.0,5.0,8.0,16.0,24.0,12.0,60.0,89.0,82
Tax %,1.0,1.0,-0.0,-12.0,2.0,13.0,-162.0,23.0,32.0,21.0,36.0,25.0,
Net Profit,-25.0,-33.0,-9.0,3.0,5.0,4.0,20.0,12.0,16.0,10.0,38.0,67.0,64
EPS in Rs,-3.12,-4.03,-1.12,0.35,0.62,0.5,2.45,1.53,2.01,1.18,4.66,8.24,7.79
