,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,16,16,16,16,16,16,16,16
Reserves,95,63,53,56,61,68,85,98,102,108,144,205,221
Borrowings,35,32,31,35,34,40,45,42,263,235,246,286,325
Other Liabilities,26,15,22,27,25,38,44,69,67,70,89,103,115
Total Liabilities,174,126,123,134,137,163,191,225,448,429,496,611,677
Fixed Assets,18,14,45,44,55,62,59,63,262,241,300,323,346
CWIP,8,21,0,0,0,0,0,0,1,2,1,12,23
Investments,16,7,0,0,0,0,0,0,0,0,0,0,0
Other Assets,131,83,78,91,82,100,132,161,185,185,194,275,308
Total Assets,174,126,123,134,137,163,191,225,448,429,496,611,677
