,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1330.0,1459.0,1738.0,2160.0,2437.0,2629.0,2844.0,3257.0,3060.0,2751.0,3969.0,6437.0,6597
Expenses,1179.0,1320.0,1597.0,1902.0,2042.0,2112.0,2226.0,2388.0,2189.0,2188.0,2971.0,4425.0,4663
Operating Profit,151.0,139.0,141.0,259.0,396.0,517.0,618.0,868.0,871.0,563.0,997.0,2012.0,1934
OPM %,11.0,10.0,8.0,12.0,16.0,20.0,22.0,27.0,28.0,20.0,25.0,31.0,29
Other Income,25.0,26.0,-5.0,3.0,7.0,35.0,22.0,50.0,104.0,111.0,124.0,139.0,204
Interest,51.0,54.0,129.0,205.0,195.0,188.0,143.0,124.0,129.0,129.0,132.0,222.0,250
Depreciation,74.0,74.0,127.0,116.0,118.0,121.0,122.0,128.0,149.0,174.0,193.0,282.0,314
Profit before tax,51.0,38.0,-119.0,-60.0,89.0,244.0,375.0,666.0,696.0,370.0,797.0,1646.0,1573
Tax %,6.0,0.0,37.0,69.0,32.0,28.0,31.0,36.0,33.0,36.0,32.0,27.0,
Net Profit,49.0,38.0,-75.0,-18.0,56.0,172.0,261.0,425.0,468.0,237.0,544.0,1208.0,1235
EPS in Rs,3.55,2.78,-5.47,-1.35,3.77,11.02,14.85,23.97,26.67,14.16,32.03,70.59,72.05
