,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,57.29,59.71,60.46,124.96,115.92,83.48,82.29,79.99,39.22,37.54,43.71,51.68,59.50
Expenses,54.02,56.29,56.39,118.66,109.32,75.82,74.34,74.22,36.09,35.24,41.07,48.37,55.75
Operating Profit,3.27,3.42,4.07,6.3,6.6,7.66,7.95,5.77,3.13,2.3,2.64,3.31,3.75
OPM %,5.71,5.73,6.73,5.04,5.69,9.18,9.66,7.21,7.98,6.13,6.04,6.4,6.30
Other Income,1.13,0.93,0.5,0.63,0.79,0.71,0.86,1.24,0.86,0.71,0.75,1.34,1.34
Interest,2.49,2.67,2.79,2.87,3.13,3.21,3.56,4.05,2.99,2.62,2.6,3.23,3.16
Depreciation,0.16,0.18,0.18,0.37,0.32,0.32,0.31,0.31,0.25,0.23,0.24,0.22,0.21
Profit before tax,1.75,1.5,1.6,3.69,3.94,4.84,4.94,2.65,0.75,0.16,0.55,1.2,1.72
Tax %,35.43,29.33,36.88,33.06,35.28,34.71,32.19,26.04,28.0,-93.75,9.09,34.17,
Net Profit,1.13,1.07,1.02,2.47,2.55,3.16,3.34,1.95,0.54,0.31,0.51,0.79,1.34
EPS in Rs,3.23,3.06,1.46,3.34,2.52,3.13,3.31,1.93,0.53,0.31,0.5,0.78,1.32
