,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,-3,-3,-3,-3,-3,8,7,6,6,8,9,30,30
Borrowings,0,0,4,2,0,0,0,0,0,0,0,0,0
Other Liabilities,3,2,0,0,0,0,0,0,0,0,0,0,0
Total Liabilities,10,9,11,9,7,19,17,16,16,19,19,40,40
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,2,2,0,0,2,1,2,2,2,2,2
Other Assets,10,9,8,7,7,19,15,15,14,17,17,38,38
Total Assets,10,9,11,9,7,19,17,16,16,19,19,40,40
