,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8158.0,8510.0,9668.0,10353.0,8540.0,9867.0,10132.0,10544.0,9444.0,8248.0,10670.0,9857.0,8888
Expenses,7755.0,8129.0,8830.0,9108.0,7500.0,9103.0,9401.0,9763.0,8600.0,7857.0,9497.0,9280.0,8142
Operating Profit,403.0,381.0,838.0,1244.0,1040.0,764.0,731.0,781.0,844.0,391.0,1173.0,577.0,746
OPM %,5.0,4.0,9.0,12.0,12.0,8.0,7.0,7.0,9.0,5.0,11.0,6.0,8
Other Income,-65.0,207.0,159.0,164.0,126.0,-37.0,-105.0,-452.0,487.0,-122.0,482.0,474.0,283
Interest,833.0,900.0,1091.0,1280.0,1220.0,1543.0,1525.0,808.0,817.0,1001.0,1030.0,1012.0,1004
Depreciation,262.0,314.0,307.0,327.0,250.0,206.0,201.0,177.0,152.0,136.0,138.0,129.0,121
Profit before tax,-757.0,-627.0,-401.0,-199.0,-304.0,-1022.0,-1100.0,-657.0,362.0,-867.0,486.0,-90.0,-96
Tax %,21.0,14.0,4.0,-14.0,-76.0,4.0,1.0,92.0,46.0,30.0,18.0,69.0,
Net Profit,-602.0,-529.0,-364.0,-208.0,-537.0,-983.0,-1090.0,-50.0,197.0,-610.0,400.0,-28.0,-18
EPS in Rs,-5.87,-5.34,-3.07,-1.66,-3.87,-5.03,-5.39,-0.33,1.3,-4.03,2.64,-0.18,-0.12
