,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,187.0,152.0,103.0,64.0,51.0,59.0,61.0,95.0,233.0,171.0,162.0,144.0,120
Expenses,171.0,150.0,107.0,67.0,51.0,58.0,77.0,114.0,222.0,163.0,155.0,142.0,119
Operating Profit,16.0,1.0,-5.0,-4.0,-0.0,1.0,-17.0,-19.0,11.0,7.0,7.0,2.0,1
OPM %,9.0,1.0,-5.0,-6.0,-0.0,1.0,-27.0,-20.0,5.0,4.0,4.0,2.0,1
Other Income,-2.0,-8.0,2.0,1.0,1.0,1.0,19.0,22.0,1.0,1.0,1.0,7.0,6
Interest,10.0,8.0,16.0,16.0,5.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1
Depreciation,5.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,-1.0,-20.0,-23.0,-21.0,-6.0,0.0,0.0,1.0,9.0,4.0,5.0,7.0,6
Tax %,-470.0,-33.0,2.0,2.0,114.0,86.0,-1150.0,20.0,22.0,-27.0,2.0,-2.0,
Net Profit,-4.0,-26.0,-22.0,-21.0,1.0,0.0,1.0,1.0,7.0,5.0,5.0,7.0,6
EPS in Rs,-3.49,-23.97,-20.45,-19.11,0.75,0.03,1.14,0.52,5.19,3.82,2.9,3.48,2.81
