,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,11,11,11,13,13,16,21,21
Reserves,96,70,47,26,27,27,28,29,43,48,68,109,110
Borrowings,56,73,110,117,119,122,113,97,110,89,43,6,6
Other Liabilities,31,27,24,27,24,22,25,31,63,58,65,57,70
Total Liabilities,193,181,192,182,181,181,177,168,229,209,192,194,207
Fixed Assets,30,25,21,17,14,13,12,11,16,17,16,16,16
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,4,0,24,19,19,19,27,27,27,27,9,10,0
Other Assets,159,156,147,146,147,149,138,131,186,164,167,168,191
Total Assets,193,181,192,182,181,181,177,168,229,209,192,194,207
