,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.29,0.83,0.32,0.85,0.42,0.52,0.78,1.01,0.46,0.7,1.22,0.96,0.73
Expenses,0.15,0.17,0.11,0.14,0.82,-0.14,-0.26,0.11,0.12,0.09,0.09,0.1,0.11
Operating Profit,1.14,0.66,0.21,0.71,-0.4,0.66,1.04,0.9,0.34,0.61,1.13,0.86,0.62
OPM %,88.37,79.52,65.62,83.53,-95.24,126.92,133.33,89.11,73.91,87.14,92.62,89.58,84.93
Other Income,0.06,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
Interest,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
Profit before tax,1.07,0.71,0.33,0.68,-0.42,0.65,1.03,0.89,0.33,0.6,1.12,0.85,0.81
Tax %,17.76,19.72,24.24,22.06,0.0,9.23,10.68,21.35,12.12,5.0,11.61,10.59,
Net Profit,0.88,0.57,0.26,0.53,-0.42,0.59,0.92,0.7,0.29,0.58,0.99,0.76,0.75
EPS in Rs,0.15,0.1,0.04,0.09,-0.07,0.1,0.15,0.12,0.05,0.1,0.16,0.13,0.12
