,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,110.0,157.0,170.0,211.0,307.0,371.0,233.0,245.0,192.0,116.0,250.0,397.0,298
Expenses,103.0,149.0,159.0,194.0,258.0,303.0,181.0,216.0,180.0,112.0,227.0,375.0,278
Operating Profit,7.0,8.0,10.0,17.0,49.0,68.0,52.0,30.0,12.0,4.0,23.0,22.0,20
OPM %,7.0,5.0,6.0,8.0,16.0,18.0,22.0,12.0,6.0,4.0,9.0,6.0,7
Other Income,7.0,2.0,2.0,3.0,5.0,-14.0,4.0,14.0,15.0,5.0,2.0,3.0,3
Interest,4.0,5.0,6.0,11.0,11.0,13.0,11.0,14.0,19.0,18.0,19.0,11.0,10
Depreciation,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4
Profit before tax,9.0,4.0,4.0,6.0,39.0,37.0,41.0,25.0,3.0,-13.0,2.0,10.0,10
Tax %,1.0,3.0,18.0,39.0,35.0,34.0,35.0,40.0,65.0,-10.0,34.0,9.0,
Net Profit,9.0,3.0,3.0,4.0,26.0,24.0,27.0,15.0,1.0,-14.0,1.0,10.0,8
EPS in Rs,0.1,0.04,0.04,0.04,0.29,0.25,0.28,0.16,0.01,-0.15,0.01,0.1,0.07
