,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.60,1.88,1.30,0.72,0.05,0.29,0.00,0.00,0.00,0.00,0.00,-0.05,0.0
Expenses,4.61,2.07,1.48,1.60,0.24,0.44,0.12,0.09,0.12,0.10,0.17,0.17,0.28
Operating Profit,-0.01,-0.19,-0.18,-0.88,-0.19,-0.15,-0.12,-0.09,-0.12,-0.10,-0.17,-0.22,-0.28
OPM %,-0.22,-10.11,-13.85,-122.22,-380.00,-51.72,,,,,,,
Other Income,0.27,0.39,1.18,1.10,0.08,-0.70,0.05,0.05,-0.43,0.13,0.00,0.00,0.33
Interest,0.19,0.13,0.08,0.00,0.00,0.05,0.05,0.05,0.04,0.00,0.00,0.00,0.0
Depreciation,0.50,0.49,0.49,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Profit before tax,-0.43,-0.42,0.43,-0.51,-0.11,-0.90,-0.12,-0.09,-0.59,0.03,-0.17,-0.22,0.05
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,-0.43,-0.42,0.42,-0.51,-0.11,-0.90,-0.12,-0.09,-0.59,0.03,-0.17,-0.22,0.05
EPS in Rs,,,,,,,,,,,,,
