,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,190.0,186.0,235.0,206.0,197.0,192.0,204.0,231.0,232.0,233.0,328.0,364.0,368
Expenses,183.0,183.0,225.0,196.0,189.0,185.0,193.0,215.0,214.0,227.0,306.0,343.0,348
Operating Profit,7.0,3.0,10.0,10.0,9.0,7.0,10.0,16.0,18.0,6.0,22.0,21.0,20
OPM %,4.0,2.0,4.0,5.0,4.0,4.0,5.0,7.0,8.0,3.0,7.0,6.0,5
Other Income,3.0,3.0,11.0,4.0,29.0,-6.0,3.0,0.0,16.0,1.0,0.0,0.0,3
Interest,16.0,4.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,8
Depreciation,7.0,7.0,5.0,7.0,8.0,7.0,7.0,6.0,9.0,7.0,7.0,8.0,9
Profit before tax,-14.0,-5.0,8.0,-2.0,21.0,-13.0,-1.0,3.0,17.0,-6.0,9.0,6.0,5
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-14.0,-5.0,8.0,-2.0,21.0,-13.0,-1.0,3.0,17.0,-6.0,9.0,6.0,5
EPS in Rs,-7.01,-2.03,2.29,-0.59,5.49,-3.06,-0.19,0.68,3.53,-1.17,1.7,1.14,1.01
