,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,3.6,-0.01,0.00,0.00,24.7,17.08,0.31,0.96,0.00,0.00,0.00,0.0
Expenses,-1.73,3.3,1.69,0.14,-2.51,23.31,15.29,0.0,0.41,0.15,-0.47,-0.49,-0.31
Operating Profit,1.73,0.3,-1.70,-0.14,2.51,1.39,1.79,0.31,0.55,-0.15,0.47,0.49,0.31
OPM %,,8.33,,,,5.63,10.48,100.0,57.29,,,,
Other Income,0.00,0.02,0.00,0.21,0.04,0.47,0.86,0.23,0.05,0.01,0.01,0.00,-0.24
Interest,0.00,0.01,0.15,0.00,2.48,1.89,1.35,0.51,0.44,0.00,0.39,0.40,0.4
Depreciation,0.00,0.0,0.00,0.03,0.03,0.02,0.02,0.01,0.0,0.00,0.00,0.00,0.0
Profit before tax,1.73,0.31,-1.85,0.04,0.04,-0.05,1.28,0.02,0.16,-0.14,0.09,0.09,-0.33
Tax %,107.51,0.0,0.00,50.00,50.00,0.0,31.25,0.0,31.25,0.00,22.22,22.22,
Net Profit,-0.13,0.31,-1.85,0.03,0.02,-0.04,0.88,0.01,0.11,-0.14,0.07,0.07,-0.31
EPS in Rs,-10.83,25.83,-154.17,2.50,1.67,-0.13,2.93,0.02,0.26,-0.34,0.17,0.17,-0.75
