,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10,251.0,135.0,162.0,137.0,264.0,648.0,1425.0,980.0,1108.0,579.0,945.0,1519
Expenses,13,274.0,170.0,172.0,144.0,241.0,650.0,1424.0,974.0,1096.0,576.0,933.0,1505
Operating Profit,-3,-24.0,-35.0,-11.0,-7.0,23.0,-3.0,0.0,7.0,12.0,3.0,11.0,15
OPM %,-27,-9.0,-26.0,-7.0,-5.0,9.0,-0.0,0.0,1.0,1.0,1.0,1.0,1
Other Income,-0,2.0,3.0,1.0,1.0,7.0,-22.0,106.0,9.0,4.0,7.0,2.0,2
Interest,0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,2.0,2.0,4.0,7.0,8
Depreciation,0,8.0,12.0,21.0,15.0,13.0,4.0,2.0,2.0,2.0,2.0,2.0,1
Profit before tax,-3,-34.0,-48.0,-34.0,-25.0,10.0,-35.0,100.0,12.0,12.0,4.0,5.0,7
Tax %,-3,-1.0,-0.0,-0.0,-1.0,4.0,-0.0,-1.0,30.0,68.0,46.0,49.0,
Net Profit,-3,-34.0,-48.0,-34.0,-25.0,10.0,-35.0,101.0,8.0,4.0,2.0,2.0,4
EPS in Rs,,-0.34,-0.42,-0.3,-0.22,0.09,-0.31,0.89,0.07,0.02,0.01,0.01,0.02
