,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,185.0,206.0,225.0,238.0,241.0,208.0,206.0,207.0,204.0,232.0,242.0,253.0,272
Expenses,180.0,201.0,210.0,214.0,218.0,200.0,193.0,202.0,198.0,218.0,229.0,259.0,273
Operating Profit,5.0,5.0,14.0,24.0,23.0,8.0,12.0,5.0,5.0,14.0,13.0,-6.0,-1
OPM %,3.0,3.0,6.0,10.0,10.0,4.0,6.0,2.0,3.0,6.0,5.0,-2.0,-0
Other Income,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,-4.0,3
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3
Profit before tax,4.0,4.0,13.0,27.0,25.0,10.0,14.0,6.0,5.0,14.0,13.0,-14.0,-2
Tax %,55.0,34.0,41.0,34.0,34.0,37.0,28.0,21.0,39.0,26.0,25.0,25.0,
Net Profit,2.0,2.0,7.0,18.0,17.0,6.0,10.0,5.0,3.0,10.0,9.0,-11.0,-1
EPS in Rs,2.41,3.28,9.91,23.79,22.04,8.36,13.07,6.15,4.2,13.76,12.52,-14.19,-1.84
