,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,4,4,4,4,5,6,12,12,12,12,23,23
Reserves,0,1,1,2,3,8,16,14,6,10,13,39,33
Borrowings,10,11,14,14,15,17,30,43,37,31,49,61,58
Other Liabilities,8,10,12,15,23,27,24,24,33,46,36,31,41
Total Liabilities,21,25,31,35,45,58,75,94,88,98,110,154,155
Fixed Assets,3,7,7,6,6,12,12,15,14,29,31,31,28
CWIP,0,0,0,0,0,0,0,0,1,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,17,18,24,29,39,46,63,78,72,69,79,123,126
Total Assets,21,25,31,35,45,58,75,94,88,98,110,154,155
