,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,29.0,123.0,119.0,143.0,207.0,194.0,252.0,338.0,300.0,347.0,457.0,417.0,381
Expenses,28.0,121.0,116.0,142.0,202.0,185.0,241.0,327.0,303.0,337.0,446.0,409.0,378
Operating Profit,1.0,2.0,3.0,1.0,4.0,9.0,11.0,10.0,-4.0,9.0,11.0,8.0,3
OPM %,3.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,-1.0,3.0,2.0,2.0,1
Other Income,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1
Interest,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5
Depreciation,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3
Profit before tax,0.0,0.0,1.0,1.0,2.0,6.0,8.0,6.0,-9.0,4.0,4.0,1.0,-6
Tax %,27.0,66.0,41.0,33.0,38.0,36.0,32.0,29.0,1.0,35.0,37.0,92.0,
Net Profit,0.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,-9.0,3.0,3.0,0.0,-7
EPS in Rs,0.01,0.01,0.02,0.02,0.03,0.89,1.2,0.93,-1.85,0.54,0.61,0.01,-1.58
