,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,83.0,72.0,71.0,85.0,92.0,85.0,82.0,75.0,70.0,95.0,82.0,68.0,64
Expenses,67.0,68.0,67.0,74.0,81.0,77.0,81.0,77.0,68.0,90.0,81.0,88.0,85
Operating Profit,16.0,4.0,4.0,11.0,11.0,8.0,1.0,-2.0,2.0,6.0,1.0,-20.0,-20
OPM %,20.0,6.0,6.0,12.0,12.0,9.0,2.0,-3.0,3.0,6.0,1.0,-29.0,-32
Other Income,1.0,1.0,-2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,3
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2
Profit before tax,16.0,4.0,1.0,10.0,10.0,8.0,1.0,1.0,0.0,4.0,0.0,-20.0,-21
Tax %,30.0,27.0,37.0,32.0,38.0,86.0,47.0,-51.0,67.0,69.0,2.0,25.0,
Net Profit,11.0,3.0,1.0,7.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,-15.0,-16
EPS in Rs,16.33,4.38,0.84,10.21,9.75,1.63,0.73,1.54,0.21,1.8,0.64,-22.92,-23.39
