,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,2,2,2,2,2,2,2,2,2,2
Reserves,13,14,15,15,17,17,18,20,21,13,15,17,13
Borrowings,7,8,8,16,23,29,33,31,33,43,52,65,62
Other Liabilities,12,13,13,18,18,19,21,24,27,27,28,25,25
Total Liabilities,34,36,38,52,60,66,74,76,83,85,97,109,102
Fixed Assets,7,8,8,8,14,14,14,15,14,13,21,36,28
CWIP,0,0,0,5,1,1,2,2,2,3,3,0,0
Investments,6,5,5,4,3,3,3,4,4,4,4,5,4
Other Assets,20,23,26,34,42,48,56,56,62,65,69,68,69
Total Assets,34,36,38,52,60,66,74,76,83,85,97,109,102
