,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,15.0,19.0,22.0,27.0,35.0,44.0,52.0,69.0,78.0,43.0,66.0,96.0,112
Expenses,14.0,17.0,19.0,26.0,33.0,41.0,49.0,65.0,74.0,49.0,68.0,94.0,113
Operating Profit,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,-6.0,-2.0,2.0,-2
OPM %,10.0,10.0,12.0,6.0,6.0,6.0,6.0,7.0,5.0,-14.0,-3.0,2.0,-2
Other Income,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,10.0,8.0,8
Interest,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3
Profit before tax,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,-8.0,1.0,2.0,-4
Tax %,-3.0,25.0,27.0,77.0,-10.0,69.0,7.0,24.0,36.0,4.0,-55.0,-27.0,
Net Profit,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,-7.0,2.0,2.0,-4
EPS in Rs,4.21,3.75,5.83,0.88,7.59,1.8,5.46,9.9,6.52,-34.19,8.14,9.07,-16.34
