,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,510.0,573.0,441.0,407.0,625.0,496.0,570.0,651.0,555.0,758.0,792.0,782.0,766
Expenses,394.0,509.0,383.0,343.0,511.0,396.0,484.0,556.0,477.0,582.0,630.0,684.0,682
Operating Profit,115.0,65.0,57.0,64.0,115.0,100.0,86.0,95.0,79.0,176.0,162.0,97.0,84
OPM %,23.0,11.0,13.0,16.0,18.0,20.0,15.0,15.0,14.0,23.0,20.0,12.0,11
Other Income,3.0,3.0,2.0,3.0,1.0,2.0,3.0,10.0,-0.0,10.0,-8.0,9.0,12
Interest,41.0,31.0,27.0,27.0,15.0,7.0,6.0,8.0,7.0,8.0,10.0,13.0,12
Depreciation,25.0,25.0,24.0,19.0,20.0,22.0,23.0,22.0,21.0,23.0,26.0,27.0,27
Profit before tax,54.0,12.0,7.0,21.0,81.0,74.0,61.0,75.0,51.0,155.0,117.0,67.0,57
Tax %,11.0,41.0,33.0,6.0,43.0,36.0,37.0,39.0,-12.0,26.0,25.0,26.0,
Net Profit,48.0,7.0,5.0,20.0,46.0,47.0,39.0,46.0,57.0,115.0,88.0,49.0,41
EPS in Rs,34.11,5.22,3.59,14.2,32.54,33.48,27.52,32.88,40.44,82.19,62.52,35.2,29.22
