,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.35,5.43,3.77,3.21,3.72,3.81,7.59,6.22,6.94,3.44,6.2,9.66,8.97
Expenses,1.81,4.59,3.06,2.45,3.1,3.24,6.82,5.08,5.79,2.16,4.96,8.09,7.30
Operating Profit,0.54,0.84,0.71,0.76,0.62,0.57,0.77,1.14,1.15,1.28,1.24,1.57,1.67
OPM %,22.98,15.47,18.83,23.68,16.67,14.96,10.14,18.33,16.57,37.21,20.0,16.25,18.62
Other Income,0.02,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.08,0.0,0.0,0.01,0.01
Interest,0.11,0.15,0.2,0.26,0.17,0.1,0.09,0.07,0.09,0.04,0.08,0.06,0.05
Depreciation,0.29,0.65,0.62,0.48,0.38,0.34,0.54,0.81,0.75,0.93,1.07,1.24,1.33
Profit before tax,0.16,0.04,-0.11,0.02,0.07,0.16,0.22,0.26,0.39,0.31,0.09,0.28,0.30
Tax %,12.5,-150.0,0.0,50.0,28.57,37.5,13.64,26.92,15.38,19.35,33.33,28.57,
Net Profit,0.13,0.1,-0.1,0.01,0.04,0.1,0.19,0.19,0.33,0.25,0.05,0.2,0.21
EPS in Rs,0.11,0.08,-0.08,0.01,0.03,0.08,0.16,0.16,0.27,0.2,0.04,0.16,0.17
