,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,375.0,357.0,405.0,391.0,349.0,280.0,238.0,216.0,191.0,100.0,127.0,175.0,153
Expenses,347.0,326.0,363.0,369.0,344.0,289.0,260.0,227.0,182.0,122.0,143.0,180.0,168
Operating Profit,28.0,31.0,42.0,22.0,5.0,-8.0,-22.0,-11.0,9.0,-22.0,-17.0,-5.0,-15
OPM %,7.0,9.0,10.0,6.0,2.0,-3.0,-9.0,-5.0,5.0,-22.0,-13.0,-3.0,-10
Other Income,6.0,3.0,3.0,6.0,3.0,21.0,11.0,3.0,12.0,25.0,26.0,46.0,46
Interest,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,15.0,10.0,7.0,8.0,7
Depreciation,8.0,10.0,10.0,10.0,11.0,12.0,11.0,11.0,35.0,23.0,19.0,18.0,18
Profit before tax,22.0,20.0,31.0,13.0,-8.0,-4.0,-26.0,-25.0,-30.0,-30.0,-16.0,16.0,6
Tax %,19.0,30.0,28.0,29.0,2.0,-3.0,10.0,-7.0,4.0,1.0,1.0,-3.0,
Net Profit,18.0,14.0,22.0,9.0,-8.0,-4.0,-23.0,-27.0,-29.0,-29.0,-16.0,16.0,6
EPS in Rs,9.21,7.23,11.35,4.62,-4.21,-2.24,-12.03,-12.58,-12.89,-11.87,-6.61,6.15,2.26
