,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,349.0,370.0,383.0,458.0,504.0,591.0,822.0,1118.0,967.0,1026.0,1512.0,1861.0,2121
Expenses,333.0,352.0,364.0,433.0,472.0,555.0,776.0,1063.0,923.0,975.0,1438.0,1782.0,2036
Operating Profit,16.0,17.0,19.0,25.0,32.0,36.0,46.0,54.0,44.0,51.0,74.0,79.0,85
OPM %,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4
Other Income,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,-5.0,1
Interest,11.0,12.0,12.0,15.0,17.0,20.0,23.0,23.0,24.0,25.0,27.0,25.0,24
Depreciation,3.0,3.0,3.0,4.0,6.0,6.0,3.0,4.0,5.0,7.0,7.0,11.0,12
Profit before tax,3.0,3.0,4.0,8.0,10.0,13.0,21.0,29.0,16.0,20.0,41.0,38.0,50
Tax %,35.0,34.0,36.0,34.0,35.0,33.0,32.0,36.0,14.0,25.0,27.0,23.0,
Net Profit,2.0,2.0,3.0,5.0,6.0,9.0,15.0,18.0,14.0,15.0,30.0,29.0,38
EPS in Rs,4.15,4.4,0.82,1.31,0.63,0.85,1.41,1.7,1.28,1.34,2.43,2.26,2.95
