,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.76,0.95,1.22,1.6,3.23,13.08,27.75,22.22,12.89,4.51,54.5,15.75,55.98
Expenses,0.27,0.29,0.84,0.44,3.89,12.69,27.31,22.73,12.36,3.44,47.38,11.58,50.11
Operating Profit,0.49,0.66,0.38,1.16,-0.66,0.39,0.44,-0.51,0.53,1.07,7.12,4.17,5.87
OPM %,64.47,69.47,31.15,72.5,-20.43,2.98,1.59,-2.3,4.11,23.73,13.06,26.48,10.49
Other Income,0.02,0.0,0.0,0.0,0.0,0.01,0.02,1.3,0.0,0.0,0.0,0.11,0.14
Interest,0.48,0.58,0.34,1.12,0.15,0.0,0.15,0.3,0.1,0.2,2.41,3.6,3.17
Depreciation,0.01,0.07,0.01,0.0,0.0,0.0,0.03,0.18,0.13,0.11,0.17,0.31,0.25
Profit before tax,0.02,0.01,0.03,0.04,-0.81,0.4,0.28,0.31,0.3,0.76,4.54,0.37,2.59
Tax %,0.0,300.0,33.33,50.0,-3.7,30.0,25.0,29.03,26.67,25.0,6.39,0.0,
Net Profit,0.01,-0.02,0.02,0.02,-0.85,0.27,0.21,0.23,0.23,0.57,4.25,0.37,2.37
EPS in Rs,0.01,-0.01,0.03,0.03,-1.35,0.43,0.33,0.37,0.37,0.91,6.76,0.59,3.76
