,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.18,3.04,2.75,4.08,2.06,2.25,11.14,13.03,26.02,22.45,36.57,42.42,40.57
Expenses,7.0,23.51,19.75,24.14,9.73,12.65,19.01,16.54,17.04,16.07,19.11,21.71,22.77
Operating Profit,-4.82,-20.47,-17.0,-20.06,-7.67,-10.4,-7.87,-3.51,8.98,6.38,17.46,20.71,17.80
OPM %,-221.1,-673.36,-618.18,-491.67,-372.33,-462.22,-70.65,-26.94,34.51,28.42,47.74,48.82,43.87
Other Income,-1.44,-0.07,2.39,0.35,0.04,1.91,2.37,4.71,7.54,0.41,0.63,1.08,0.78
Interest,0.51,1.47,4.69,6.65,7.55,7.5,2.45,0.12,0.89,1.55,1.22,0.11,0.00
Depreciation,3.49,3.52,3.56,4.06,3.96,3.87,3.9,4.2,4.85,6.46,6.97,7.17,7.19
Profit before tax,-10.26,-25.53,-22.86,-30.42,-19.14,-19.86,-11.85,-3.12,10.78,-1.22,9.9,14.51,11.39
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.94,20.12,
Net Profit,-10.26,-25.52,-22.86,-30.41,-19.14,-19.87,-11.85,-3.13,10.78,-1.22,22.18,11.59,9.32
EPS in Rs,-1.68,-4.18,-3.75,-4.99,-3.14,-3.26,-1.94,-0.51,1.77,-0.2,3.63,1.9,1.53
