,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.08,0.06,0.00,-0.02,0.21,0.38
Expenses,0.06,0.06,0.05,0.08,0.11,0.12,0.44,0.41,0.3,0.07,0.36,0.17,0.24
Operating Profit,-0.06,-0.06,-0.05,-0.08,-0.11,-0.12,-0.1,-0.33,-0.24,-0.07,-0.38,0.04,0.14
OPM %,,,,,,,-29.41,-412.5,-400.0,,,19.05,36.84
Other Income,0.09,0.11,0.06,0.01,0.03,0.18,0.22,0.05,-0.02,0.01,0.00,0.16,0.12
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.01,0.01,0.01,0.00,0.01,0.01
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.04,0.02,0.02,0.00
Profit before tax,0.03,0.05,0.01,-0.07,-0.08,0.06,0.11,-0.34,-0.31,-0.11,-0.40,0.17,0.25
Tax %,33.33,20.00,0.00,0.00,0.00,33.33,18.18,2.94,3.23,0.00,0.00,17.65,
Net Profit,0.02,0.04,0.01,-0.07,-0.08,0.04,0.09,-0.33,-0.3,-0.10,-0.41,0.14,0.25
EPS in Rs,0.03,0.06,0.02,-0.11,-0.12,0.06,0.14,-0.51,-0.46,-0.15,-0.63,0.22,0.39
