,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,723.0,852.0,787.0,798.0,868.0,1009.0,1046.0,1162.0,1480.0,1450.0,1577.0,1990.0,2172
Expenses,690.0,801.0,751.0,750.0,810.0,935.0,966.0,1053.0,1342.0,1243.0,1361.0,1731.0,1894
Operating Profit,33.0,51.0,36.0,49.0,58.0,74.0,80.0,109.0,138.0,207.0,216.0,258.0,278
OPM %,5.0,6.0,5.0,6.0,7.0,7.0,8.0,9.0,9.0,14.0,14.0,13.0,13
Other Income,9.0,5.0,5.0,4.0,7.0,12.0,21.0,34.0,36.0,31.0,42.0,42.0,38
Interest,13.0,17.0,15.0,17.0,17.0,21.0,22.0,21.0,19.0,15.0,13.0,12.0,10
Depreciation,9.0,12.0,11.0,12.0,13.0,12.0,13.0,20.0,24.0,28.0,28.0,29.0,31
Profit before tax,20.0,26.0,15.0,24.0,35.0,54.0,66.0,102.0,131.0,195.0,217.0,259.0,274
Tax %,43.0,44.0,68.0,52.0,51.0,46.0,40.0,35.0,28.0,27.0,26.0,25.0,
Net Profit,12.0,15.0,5.0,11.0,17.0,29.0,40.0,66.0,94.0,143.0,162.0,195.0,205
EPS in Rs,0.71,1.04,0.31,0.67,1.05,2.07,2.74,4.45,6.38,9.81,11.1,13.41,14.02
