,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,107.0,120.0,99.0,89.0,93.0,109.0,108.0,134.0,124.0,110.0,169.0,223.0,267
Expenses,92.0,108.0,95.0,85.0,92.0,105.0,105.0,124.0,121.0,111.0,158.0,205.0,233
Operating Profit,16.0,12.0,3.0,4.0,1.0,3.0,3.0,10.0,3.0,-1.0,11.0,17.0,33
OPM %,14.0,10.0,3.0,4.0,2.0,3.0,2.0,7.0,2.0,-1.0,6.0,8.0,12
Other Income,12.0,1.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1
Interest,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3
Depreciation,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4
Profit before tax,23.0,7.0,1.0,1.0,-2.0,3.0,-4.0,4.0,-3.0,-7.0,5.0,12.0,27
Tax %,29.0,39.0,-19.0,-56.0,71.0,21.0,35.0,14.0,41.0,22.0,21.0,31.0,
Net Profit,16.0,4.0,1.0,1.0,-1.0,2.0,-2.0,4.0,-2.0,-5.0,4.0,8.0,18
EPS in Rs,68.86,18.74,3.35,4.1,-2.13,8.95,-9.83,14.89,-7.82,-21.63,17.36,34.77,73.71
