,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,280.0,364.0,280.0,186.0,251.0,295.0,189.0,183.0,157.0,162.0,243.0,185.0,127
Expenses,275.0,360.0,276.0,183.0,248.0,281.0,188.0,182.0,155.0,160.0,241.0,183.0,125
Operating Profit,4.0,4.0,4.0,3.0,3.0,14.0,1.0,1.0,2.0,2.0,2.0,2.0,2
OPM %,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Other Income,1.0,2.0,1.0,1.0,1.0,2.0,3.0,17.0,0.0,0.0,1.0,0.0,0
Interest,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,3.0,4.0,2.0,1.0,2.0,14.0,3.0,17.0,1.0,1.0,2.0,2.0,1
Tax %,33.0,31.0,33.0,45.0,36.0,35.0,27.0,11.0,26.0,16.0,26.0,25.0,
Net Profit,2.0,3.0,2.0,1.0,1.0,9.0,2.0,15.0,1.0,1.0,1.0,1.0,1
EPS in Rs,3.96,4.54,2.82,1.31,2.21,16.0,3.92,26.51,1.58,1.91,2.45,2.03,1.95
