,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,57.0,38.0,45.0,58.0,52.0,46.0,51.0,75.0,60.0,70.0,134.0,191.0,228
Expenses,55.0,37.0,45.0,57.0,52.0,45.0,51.0,74.0,58.0,67.0,131.0,187.0,219
Operating Profit,2.0,1.0,-1.0,1.0,0.0,0.0,-0.0,1.0,1.0,3.0,3.0,5.0,8
OPM %,3.0,2.0,-1.0,1.0,1.0,0.0,-0.0,1.0,2.0,4.0,2.0,2.0,4
Other Income,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Depreciation,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6
Tax %,48.0,91.0,55.0,55.0,36.0,24.0,20.0,6.0,43.0,31.0,2.0,36.0,
Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4
EPS in Rs,0.29,0.02,0.1,0.13,0.21,0.24,0.27,0.46,0.3,0.93,1.69,1.85,2.67
