,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,12,14,14,14,14,14,14,14,14,14,14,14
Reserves,42,42,42,42,42,43,43,44,44,45,48,50,53
Borrowings,6,5,6,5,4,5,7,6,5,1,10,13,13
Other Liabilities,4,4,4,6,6,7,10,15,15,25,24,20,22
Total Liabilities,63,64,66,67,67,68,75,79,79,86,96,97,102
Fixed Assets,22,24,22,20,19,18,17,15,17,15,16,15,15
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,41,39,44,47,48,51,58,64,62,71,80,82,87
Total Assets,63,64,66,67,67,68,75,79,79,86,96,97,102
