,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.52,3.05,4.63,5.82,6.78,3.15,3.9,4.09,3.16,3.04,5.83,5.85,6.32
Expenses,7.21,2.51,4.03,5.3,6.21,2.77,3.53,3.77,2.94,2.8,5.36,5.62,6.17
Operating Profit,1.31,0.54,0.6,0.52,0.57,0.38,0.37,0.32,0.22,0.24,0.47,0.23,0.15
OPM %,15.38,17.7,12.96,8.93,8.41,12.06,9.49,7.82,6.96,7.89,8.06,3.93,2.37
Other Income,0.11,0.11,0.12,0.12,0.14,0.03,0.01,0.0,0.0,0.04,0.0,0.0,-0.86
Interest,0.01,0.06,0.09,0.1,0.13,0.16,0.11,0.11,0.11,0.14,0.04,0.06,0.02
Depreciation,0.07,0.06,0.07,0.11,0.08,0.07,0.05,0.04,0.08,0.06,0.05,0.04,0.04
Profit before tax,1.34,0.53,0.56,0.43,0.5,0.18,0.22,0.17,0.03,0.08,0.38,0.13,-0.77
Tax %,11.19,0.0,23.21,32.56,32.0,33.33,36.36,23.53,33.33,50.0,26.32,30.77,
Net Profit,1.19,0.53,0.42,0.3,0.34,0.12,0.13,0.13,0.02,0.03,0.28,0.08,-0.83
EPS in Rs,4.14,1.84,1.46,1.04,1.18,0.42,0.45,0.45,0.07,0.1,0.97,0.28,-2.89
