,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,614.0,527.0,960.0,1043.0,908.0,1233.0,1142.0,1424.0,1375.0,1226.0,2055.0,1574.0,1373
Expenses,610.0,508.0,770.0,859.0,758.0,1007.0,946.0,1187.0,1237.0,1140.0,1835.0,1441.0,1276
Operating Profit,4.0,20.0,189.0,184.0,150.0,226.0,196.0,236.0,138.0,87.0,220.0,133.0,97
OPM %,1.0,4.0,20.0,18.0,16.0,18.0,17.0,17.0,10.0,7.0,11.0,8.0,7
Other Income,6.0,4.0,-70.0,5.0,19.0,15.0,8.0,13.0,10.0,16.0,-2.0,12.0,21
Interest,35.0,40.0,47.0,27.0,12.0,9.0,5.0,9.0,19.0,17.0,29.0,41.0,48
Depreciation,16.0,16.0,25.0,22.0,26.0,29.0,12.0,21.0,28.0,30.0,47.0,53.0,58
Profit before tax,-41.0,-33.0,47.0,139.0,131.0,204.0,186.0,219.0,101.0,55.0,142.0,51.0,12
Tax %,27.0,30.0,35.0,34.0,34.0,35.0,33.0,35.0,15.0,28.0,31.0,25.0,
Net Profit,-30.0,-23.0,30.0,92.0,86.0,133.0,122.0,141.0,86.0,40.0,99.0,38.0,9
EPS in Rs,-2.73,-2.12,2.76,8.41,7.88,12.18,10.03,11.72,7.12,3.43,8.51,3.03,0.69
