,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.98,2.24,2.49,2.79,4.29,5.54,6.64,7.46,8.1,2.73,3.15,8.82,8.95
Expenses,1.93,2.47,2.71,2.75,4.26,4.96,5.94,6.35,7.42,3.15,3.05,7.31,7.57
Operating Profit,0.05,-0.23,-0.22,0.04,0.03,0.58,0.7,1.11,0.68,-0.42,0.1,1.51,1.38
OPM %,2.53,-10.27,-8.84,1.43,0.7,10.47,10.54,14.88,8.4,-15.38,3.17,17.12,15.42
Other Income,0.32,0.41,0.43,0.33,0.56,0.06,0.01,-0.06,0.05,0.04,0.02,0.1,0.15
Interest,0.01,0.02,0.03,0.04,0.01,0.01,0.01,0.06,0.04,0.03,0.03,0.07,0.00
Depreciation,0.07,0.06,0.05,0.14,0.1,0.15,0.42,0.41,0.27,0.26,0.22,0.25,0.25
Profit before tax,0.29,0.1,0.13,0.19,0.48,0.48,0.28,0.58,0.42,-0.67,-0.13,1.29,1.28
Tax %,37.93,30.0,92.31,42.11,37.5,31.25,42.86,31.03,28.57,0.0,-7.69,10.08,
Net Profit,0.17,0.07,0.01,0.12,0.3,0.33,0.16,0.41,0.3,-0.67,-0.14,1.16,0.91
EPS in Rs,170.0,70.0,2.99,1.41,2.29,2.52,1.22,3.13,2.29,-5.11,-1.07,8.86,6.95
