,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,141.0,157.0,232.0,290.0,325.0,326.0,401.0,422.0,370.0,213.0,336.0,501.0,480
Expenses,129.0,141.0,208.0,257.0,284.0,286.0,354.0,372.0,342.0,232.0,309.0,445.0,438
Operating Profit,12.0,15.0,24.0,34.0,41.0,40.0,48.0,51.0,28.0,-19.0,27.0,56.0,42
OPM %,9.0,10.0,10.0,12.0,13.0,12.0,12.0,12.0,8.0,-9.0,8.0,11.0,9
Other Income,1.0,1.0,0.0,1.0,5.0,5.0,2.0,3.0,4.0,11.0,7.0,-0.0,-2
Interest,10.0,10.0,10.0,9.0,7.0,9.0,7.0,8.0,21.0,24.0,19.0,22.0,22
Depreciation,1.0,1.0,2.0,3.0,2.0,3.0,4.0,6.0,23.0,23.0,23.0,23.0,22
Profit before tax,2.0,5.0,12.0,23.0,37.0,33.0,39.0,40.0,-12.0,-54.0,-8.0,10.0,-4
Tax %,24.0,14.0,21.0,21.0,11.0,31.0,35.0,35.0,10.0,43.0,72.0,32.0,
Net Profit,2.0,4.0,10.0,18.0,33.0,23.0,25.0,26.0,-10.0,-31.0,-2.0,7.0,-15
EPS in Rs,0.63,1.47,3.47,5.01,8.99,6.02,6.71,6.78,-2.73,-7.48,-0.54,1.6,-3.37
