,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1393.0,1602.0,1722.0,2073.0,2381.0,1894.0,2373.0,2515.0,2726.0,2473.0,2681.0,3241.0,3506
Expenses,1339.0,1497.0,1625.0,1989.0,2248.0,1761.0,2628.0,2458.0,3108.0,2212.0,2495.0,3109.0,3352
Operating Profit,55.0,105.0,97.0,84.0,132.0,134.0,-255.0,57.0,-382.0,261.0,186.0,132.0,154
OPM %,4.0,7.0,6.0,4.0,6.0,7.0,-11.0,2.0,-14.0,11.0,7.0,4.0,4
Other Income,2.0,0.0,4.0,7.0,5.0,251.0,402.0,138.0,303.0,7.0,2.0,12.0,11
Interest,22.0,19.0,15.0,18.0,17.0,49.0,20.0,23.0,24.0,21.0,6.0,6.0,8
Depreciation,21.0,22.0,25.0,34.0,35.0,25.0,38.0,45.0,50.0,46.0,52.0,56.0,58
Profit before tax,13.0,64.0,61.0,39.0,86.0,310.0,90.0,127.0,-154.0,202.0,130.0,82.0,99
Tax %,32.0,22.0,26.0,28.0,36.0,10.0,30.0,35.0,-10.0,26.0,26.0,29.0,
Net Profit,9.0,50.0,45.0,28.0,55.0,278.0,63.0,83.0,-169.0,148.0,96.0,58.0,71
EPS in Rs,0.99,5.38,4.88,3.06,5.97,29.64,6.76,8.77,-17.27,16.16,10.41,6.25,7.62
